time,cmd_speed,cmd_steer,x,y,yaw,v_actual,yaw_rate
5336.109,0.0,0.0,61.10229907584917,-1.8741645632559876,0.8832002142017031,1.9594645798527899,0.05379275296627577
5336.11,0.0,0.0,61.10354128163271,-1.8726517517108445,0.88325394924199,1.9590618413641925,0.05406102799898699
5336.11,0.0,0.0,61.104783169075425,-1.8711391578806276,0.883307912217553,1.9586552374577468,0.054332437664886546
5336.112,0.0,0.0,61.106024736309884,-1.8696267839718852,0.8833621011555844,1.9582447596028563,0.05460720911387522
5336.113,0.0,0.0,61.10726598141645,-1.8681146322142768,0.8834165143444339,1.9578304158788242,0.054885554671047686
5336.114,0.0,0.0,61.10850691754982,-1.8666027163028847,0.8834711772925506,1.9574123079165318,0.05519538458509665
5336.115,0.0,0.0,61.109747522377916,-1.8650910226389699,0.8835260565970151,1.9569902129146468,0.05547714785705933
5336.116,0.0,0.0,61.1109877954803,-1.8635795545106757,0.8835811501558675,1.9565643647475086,0.055763590565425195
5336.117,0.0,0.0,61.11222773621664,-1.862068314937344,0.883636455917951,1.9561349071077212,0.05605520721504932
5336.118,0.0,0.0,61.11346734390626,-1.8605573068035473,0.8836919713958158,1.9557021085497222,0.05635236223361883
5336.119,0.0,0.0,61.11470661798799,-1.8590465329549395,0.8837476931845427,1.9552666553458813,0.056654671913722414
5336.12,0.0,0.0,61.11594555808098,-1.8575359962299016,0.8838036167047283,1.9548305921488314,0.05695891815595214
5336.121,0.0,0.0,61.11718416403855,-1.8560256995057525,0.883859735836437,1.9544007617589496,0.057251232626447525
5336.122,0.0,0.0,61.11842243609132,-1.8545156458410161,0.8839160419885574,1.9539992499314498,0.05748315624470335
5336.123,0.0,0.0,61.11966037561846,-1.853005838928394,0.8839725218423311,1.9536162771402108,0.05767786559408085
5336.124,0.0,0.0,61.120897985278575,-1.8514962816235006,0.884029157774588,1.9532411979906839,0.05786117082682215
5336.125,0.0,0.0,61.12213526757814,-1.8499869750068911,0.8840859321122487,1.9528736702795757,0.05803482125265629
5336.126,0.0,0.0,61.123372223666,-1.848477919129715,0.8841428316075554,1.952511901738208,0.058202604997127844
5336.127,0.0,0.0,61.124608853706874,-1.8469691133850275,0.8841998473728226,1.952154183536697,0.0583676467911954
5336.128,0.0,0.0,61.12584515738124,-1.8454605569410938,0.8842569736597865,1.9517994840125379,0.05853131661381138
5336.129,0.0,0.0,61.127081134219665,-1.8439522489253306,0.8843142059838731,1.9514472869530302,0.05869388847273597
5336.13,0.0,0.0,61.12831678378874,-1.8424441884975042,0.8843715400775873,1.9510977457516805,0.05885426005037277
5336.13,0.0,0.0,61.1295521057146,-1.8409363747528245,0.8844289706900855,1.9507538168081608,0.05900403264294206
5336.132,0.0,0.0,61.1307870995456,-1.839428805977736,0.8844864848943262,1.950408836474508,0.0591233792162152
5336.133,0.0,0.0,61.13202176440507,-1.8379214778850819,0.8845440499398955,1.950016651505559,0.059189733213429255
5336.134,0.0,0.0,61.133256099055934,-1.836414384434839,0.8846016109290717,1.9496243445496535,0.059190265966474406
5336.135,0.0,0.0,61.13449010241694,-1.8349075208571404,0.8846591004263158,1.9492352442559016,0.059117759769368894
5336.136,0.0,0.0,61.13572377338889,-1.8334008812638376,0.8847164466312357,1.9488500112724576,0.05897007153371627
5336.137,0.0,0.0,61.136957110807145,-1.83189445922523,0.8847735772689124,1.9484689457376136,0.05874764529502402
5336.138,0.0,0.0,61.13819012845167,-1.8303882595280314,0.8848304475351975,1.9480928349895699,0.05847843365114573
5336.139,0.0,0.0,61.13942280669135,-1.82888226085714,0.8848869571854883,1.9477207630141615,0.05810737210225125
5336.14,0.0,0.0,61.14065514802516,-1.8273764590548127,0.8849430384242193,1.9473535043434598,0.05766719446827159
5336.141,0.0,0.0,61.14188715581325,-1.8258708505297314,0.8849986254714601,1.9469911890977196,0.05716011958845197
5336.142,0.0,0.0,61.14311883421093,-1.8243654322898362,0.8850536545595832,1.946633878020654,0.05658835319805046
5336.143,0.0,0.0,61.1443501880893,-1.822860201931687,0.885108063877793,1.946281588517549,0.055954047209129096
5336.144,0.0,0.0,61.145581222909684,-1.8213551575814246,0.8851617935182456,1.945934299831005,0.05525929264080467
5336.145,0.0,0.0,61.14681194457409,-1.8198502978093192,0.8852147854401383,1.9455919571171343,0.05450613064043615
5336.146,0.0,0.0,61.148042359270804,-1.8183456215374292,0.8852669834578122,1.9452544739945337,0.05369657337496176
5336.147,0.0,0.0,61.14927247332923,-1.8168411279535763,0.8853183332541011,1.9449217346390228,0.05283262878698663
5336.148,0.0,0.0,61.15050229309309,-1.8153368164390509,0.8853687824177852,1.9445935959396048,0.051916325539606324
5336.149,0.0,0.0,61.15173182481601,-1.813832686513039,0.8854182805026162,1.9442698898075013,0.05094973601263034
5336.15,0.0,0.0,61.152961074580155,-1.8123287377939334,0.8854667791045976,1.9439504255657698,0.04993499612273104
5336.151,0.0,0.0,61.15419004823661,-1.810824969976074,0.8855142319537611,1.9436349923297394,0.04887432130378168
5336.152,0.0,0.0,61.155418751364856,-1.8093213828196772,0.8855605950163811,1.943323361319023,0.04777001835581034
5336.153,0.0,0.0,61.15664718924829,-1.8078179761513784,0.8856058266036153,1.9430152880712184,0.046624493132952645
5336.154,0.0,0.0,61.15787536686261,-1.806314749872786,0.885649887482754,1.942710514544746,0.0454402542431959
5336.155,0.0,0.0,61.15910330314319,-1.8048117151351404,0.8856927669147674,1.9424091665680017,0.04424584017387445
5336.156,0.0,0.0,61.160330983132745,-1.8033088567920381,0.8857344003899663,1.9421101581177471,0.04298755896338652
5336.157,0.0,0.0,61.16155841228055,-1.801806176114614,0.8857747561089206,1.9418136875147214,0.04169815150318018
5336.158,0.0,0.0,61.16278559549572,-1.800303674218322,0.8858138049991097,1.9415195118965192,0.04038031843338641
5336.159,2.794001340866089,-0.6000000238418579,61.16401253716451,-1.798801352129409,0.8858515208074944,1.9412273561738944,0.03903686238737262
5336.16,2.794001340866089,-0.6000000238418579,61.16523924122697,-1.7972992108738168,0.8858878801569449,1.9409369348100725,0.03767066247599015
5336.161,2.794001340866089,-0.6000000238418579,61.16646571124473,-1.7957972515470773,0.8859228625927759,1.9406479562633119,0.03628465610859331
5336.162,2.794001340866089,-0.6000000238418579,61.1676919504542,-1.7942954753635787,0.8859564506220107,1.9403601261416903,0.03488182416349192
5336.163,2.794001340866089,-0.6000000238418579,61.16891796180572,-1.7927938836899253,0.8859886297441335,1.9400731489283347,0.03346517805940102
5336.164,2.794001340866089,-0.6000000238418579,61.17014374799211,-1.7912924780670736,0.8860193884716425,1.9397867292277844,0.03203774734667888
5336.165,2.794001340866089,-0.6000000238418579,61.171369311469604,-1.7897912602246322,0.8860487183390969,1.9395005729454367,0.030602567326551526
5336.166,2.794001340866089,-0.6000000238418579,61.17259465447352,-1.7882902320894467,0.8860766139000515,1.9392143884593147,0.029162666700515594
5336.166,2.794001340866089,-0.6000000238418579,61.17381977902997,-1.7867893957897845,0.8861030727117226,1.9389278877393732,0.02772105540988804
5336.167,2.794001340866089,-0.6000000238418579,61.17504468696469,-1.7852887536559936,0.8861280953076347,1.9386407873741207,0.026280712813711877
5336.168,2.794001340866089,-0.6000000238418579,61.17626937990965,-1.7837883082183075,0.8861516851586306,1.9383528095000664,0.024844576311199205
5336.17,2.794001340866089,-0.6000000238418579,61.17749385930799,-1.7822880622023256,0.886173848622784,1.9380636826465139,0.023415530469513498
5336.171,2.794001340866089,-0.6000000238418579,61.178718126417785,-1.780788018522652,0.886194594884778,1.9377731425146958,0.021996396704893558
5336.172,2.794001340866089,-0.6000000238418579,61.17994219636858,-1.7792881913499201,0.8862139614879216,1.9374812526954373,0.02061552586589187
5336.173,2.794001340866089,-0.6000000238418579,61.18116605100589,-1.7777885688641502,0.8862319329229676,1.9371870877555954,0.019219896138771612
5336.174,2.794001340866089,-0.6000000238418579,61.182389692406964,-1.7762891555457176,0.886248525830338,1.9368908240142302,0.017841642568926012
5336.174,2.794001340866089,-0.6000000238418579,61.183613122217004,-1.7747899557218896,0.8862637592032486,1.9365922865207112,0.01648305084601416
5336.176,2.794001340866089,-0.6000000238418579,61.18483634165754,-1.773290973603133,0.8862776542971922,1.9362912853936367,0.015146328251849002
5336.177,2.794001340866089,-0.6000000238418579,61.18605935159058,-1.7717922133431334,0.8862902345096981,1.9359876344475366,0.013833583454441587
5336.178,2.794001340866089,-0.6000000238418579,61.1872821525746,-1.7702936790816954,0.8863015252572115,1.9356811545318107,0.012546815108585536
