time,cte,steer_cmd,steer_act,yaw_rate,speed,steer_left,steer_right,ax,ay,az,wz
26112.781,-9.116348905414968e-05,-0.02999999999998885,-2.9384828037493094e-07,7.235430808974019e-07,0.1243676387807365,-9.187829910217715e-07,3.3108643027190965e-07,0.022674040386371316,-1.11530225547743e-06,9.80000584707348,7.23651696770813e-07
26112.833,-8.993590727858273e-05,-0.050995899426605,-0.005271925683260736,-0.0009176775721617635,0.1255066389331957,-0.005266404189791629,-0.005277447176729844,0.021906784075470077,-0.013170948120087072,9.800013569297297,-0.00015798548257195895
26112.932,-8.849961790395947e-05,-0.05290232609308552,-0.03577306534067359,-0.006622769557986499,0.2739270886319996,-0.035601172853748864,-0.03594495782759832,1.834737015921875,-0.04837053625181035,9.8004956235294,-0.004264721429426317
26113.032,-0.00010867441657227117,-0.03577041360187572,-0.05573181550945394,-0.012739741328629553,0.3853943836314545,-0.05517440767028958,-0.0562892233486183,0.950299072900565,-0.04115661522824432,9.800215836192855,-0.011258428371271768
26113.133,-0.00018687190376842942,-0.0589176486053918,-0.049928797243335765,-0.012761604728414902,0.47998559166023647,-0.049389238497942856,-0.050468355988728675,0.9491610801197098,0.01060173673138735,9.800264713533068,-0.012800713445360285
26113.232,-0.00036144333303529154,-0.06128903340857265,-0.0504956310060094,-0.018838352694661647,0.6274890865896076,-0.050060986012517183,-0.05093027599950162,1.6043206596624948,-0.07673261731849257,9.800393044494177,-0.01679169160797307
26113.334,-0.0007128250477300103,-0.06095972322469638,-0.059372382918498,-0.027213276097323782,0.7824109145926018,-0.058680762230269856,-0.060064003606726146,1.5063024050129414,-0.06885855076732796,9.80036746145368,-0.024732193087926957
26113.432,-0.0013763246064153203,-0.08284401586732029,-0.06283859515478296,-0.033261641834461675,0.9235813407902751,-0.06193448498877263,-0.06374270532079329,1.4143411095280312,-0.06486773933117848,9.800352862255107,-0.03149712451704644
26113.533,-0.0024646273664674866,-0.10814136279873152,-0.07468225944065798,-0.04730610472323798,1.0570868015961978,-0.07364407012229979,-0.07572044875901618,1.3197537088629543,-0.17645455423288672,9.800268305581392,-0.043467374691961505
26113.633,-0.004239917973662988,-0.12505426339522602,-0.09735158619236861,-0.06940101783289102,1.181747759662748,-0.09584298885157505,-0.09886018353316217,1.230047858137404,-0.25096964227950147,9.800220246809264,-0.06350390231800639
26113.733,-0.007064464332551755,-0.1120796327587052,-0.12190309356840112,-0.09412321183185242,1.2981348726698294,-0.11884624002571353,-0.12495994711108871,1.1455323397597852,-0.2980900707752199,9.80015794329918,-0.08795242230955955
26113.832,-0.011441629243976802,-0.1205115447461228,-0.12611348868697903,-0.10049811257559538,1.4066104929405359,-0.12266621726875826,-0.1295607601051998,1.09937488819169,-0.11990222491642404,9.800369629138597,-0.0989014553638494
26113.933,-0.017524440244290857,-0.12486413751039192,-0.12491168403625785,-0.10537926715709535,1.5104028490669144,-0.1217213661005827,-0.128102001971933,1.0172240703037807,-0.20516631986277098,9.80007417995679,-0.10549187918111405
26114.033,-0.0257434533579494,-0.10170086486769354,-0.1286428868925764,-0.11583637400532143,1.6087576937859294,-0.1257549524195758,-0.13153082136557703,0.9468804112265616,-0.24949575404743657,9.80016265359708,-0.11350021726832794
26114.132,-0.03647787393607638,-0.07965060619200107,-0.11908297938884349,-0.10808705885134949,1.6997794812239928,-0.11695615176800978,-0.1212098070096772,0.9211084983716106,-0.011231619090162237,9.800146406858584,-0.11066393660944349
26114.232,-0.049443574843042154,-0.08785489574688737,-0.09592275350930901,-0.08760829500385266,1.7877958221460555,-0.09500299780158183,-0.09684250921703619,0.8700125311873695,0.06691830301406163,9.800263847630282,-0.09419032398386241
26114.332,-0.06483933352751381,-0.06113661156885512,-0.08620024541517024,-0.08890431993333309,1.8670213196799932,-0.08619583890386551,-0.08620465192647497,0.7867633619948444,-0.1836966754822478,9.800309209423867,-0.086841325010225
26114.433,-0.08275403467115812,-0.032462469256705186,-0.07574739539425934,-0.07544245552462515,1.943642456033091,-0.0762221079410379,-0.07527268284748079,0.7577712674034457,0.042644643442398204,9.800175320723092,-0.07982149424600965
26114.533,-0.10249980008834483,-0.014991052172471367,-0.05283687339778176,-0.05575393836900177,2.0151452404976515,-0.05392434644435706,-0.051749400351206454,0.711106528103385,0.0490280204077993,9.800150705212655,-0.0637813785125525
26114.634,-0.12451431889353065,-0.032139837038915334,-0.02657080494287456,-0.02533107498467423,2.0830171221045015,-0.028284014822559378,-0.02485759506318974,0.6655474030328405,0.07398161118811644,9.800198705398952,-0.04068407116951298
26114.734,-0.14738850513743526,-0.00899935098773633,-0.02381802910100106,-0.03252803237454942,2.1442029657903836,-0.02574984264723934,-0.021886215554762778,0.6126355636195016,-0.10638869766466955,9.800239455455634,-0.017733160145884847
26114.832,-0.17173731488628838,0.010720610749878257,-0.01925475165554813,-0.02233114219812176,2.2022688622977835,-0.0210695523198261,-0.01743995099127016,0.5822492891894927,0.03807957718996983,9.800153126369766,-0.02661217937402697
26114.932,-0.19721188053105065,0.005425716282907092,-0.0007660292000828406,0.008478993939976278,2.2574948920823794,-0.0039173378205648035,0.0023852794203991223,0.5479273257945808,0.323952466744026,9.800112049417963,-0.008071675996216254
26115.033,-0.22324125378059276,0.0316859724589335,0.008300812961582693,0.012725816814852225,2.3091820035052915,0.007257718915640865,0.009343907007524521,0.5068128798113848,0.04821859438554232,9.80014733611085,0.011745473575169972
26115.134,-0.24975277997526116,0.048434457144470006,0.017680194554423156,0.018098575636199047,2.3574619477239183,0.015188870080980799,0.020171519027865514,0.4745047505249415,0.04774070483943079,9.800137098638327,0.014179186142995593
26115.234,-0.2754734740327188,0.047545553156480846,0.03810660362072538,0.0552833555728936,2.401831170404944,0.03652917780033338,0.039684029441117374,0.44132886686291334,0.27574745877862417,9.800098238572687,0.04626458165481565
26115.333,-0.2989737355509687,0.028570686777804784,0.04890693464319851,0.06704251748549202,2.444249854041989,0.048474567587409645,0.04933930169898737,0.4203791369286988,0.2002391908455326,9.800097745685793,0.06446211792914841
26115.432,-0.31996683695840966,0.04351473724586145,0.03893368533218666,0.05330104953551238,2.4841764694421125,0.0387665224139182,0.03910084825045512,0.40063973391570595,0.061040941213507116,9.799942841763476,0.06253711129146201
26115.533,-0.33932133089387323,0.05367612421808876,0.036530700488748735,0.055716294812400945,2.5227166699588586,0.03587655910163878,0.03718484187585869,0.3703812406933862,0.1904336293615013,9.800274954198,0.04331479131258475
26115.632,-0.3572148453842952,0.04376521624454391,0.0461912671585214,0.07122751433317903,2.5570215912057956,0.04584424526525854,0.046538289051784254,0.33444962455300753,0.445750608230761,9.800301624524105,0.06275104903038407
26115.732,-0.37435118189988476,0.05683166594576777,0.04706499812087417,0.06514897773291724,2.591067234617905,0.04696751871675442,0.04716247752499392,0.3318744953130846,0.12274864077415966,9.800059726049945,0.06746283043175742
26115.834,-0.39077138202774736,0.057116963158033496,0.05080680851541031,0.0773870746131644,2.622026858420092,0.050866543464598735,0.05074707356622188,0.2961618308468409,0.39598316276482987,9.80011521525361,0.07389553339909043
26115.933,-0.4050951222725595,0.05499479835448992,0.05596059455946456,0.08321132639860068,2.651331045024208,0.05630404698026936,0.05561714213865976,0.2847178707552624,0.28040428864327255,9.800020413962333,0.08298565162639869
26116.033,-0.41769752333631915,0.0429071496181275,0.0558771650194938,0.08236093354037699,2.6791258560731244,0.05627522163710985,0.05547910840187775,0.27317929611642683,0.18845847417458897,9.800028420936265,0.08333316878970694
26116.134,-0.42841337911411936,0.05697726165292069,0.04764421982106537,0.07016537646791324,2.705896693863862,0.047841647103608054,0.047446792538522686,0.26109823079768524,0.09249232478073229,9.79999645593375,0.07579662323881217
26116.234,-0.43724443387535383,0.05649760359773186,0.04915758808624293,0.08296928963587315,2.7297371558723755,0.04917636793796021,0.049138808234525655,0.2230870876788638,0.425882397753189,9.800489995189857,0.06742027423345587
26116.332,-0.4438283417161661,0.057854186312772324,0.05426522140467904,0.08611597520032148,2.7522414056845443,0.05444524004860174,0.054085202760756346,0.21139500382062237,0.3856322639597608,9.800276028536102,0.0813422081086691
26116.435,-0.4480993804504875,0.050183626719063776,0.0566116918046613,0.08830145658492052,2.7742664067686813,0.056994679931380965,0.05622870367794164,0.20134856705593335,0.3441785121610442,9.800068630379714,0.08789136007006827
26116.533,-0.44986880649356875,0.05667628369236327,0.05311863513832593,0.07960523745885428,2.7942189993460866,0.053499999900713746,0.05273727037593812,0.2035327755351853,0.11473741704999613,9.79999871822937,0.08288388218414226
26116.633,-0.4493637997314372,0.05343925736882678,0.052956568755620825,0.08459728925433527,2.8131437177020326,0.053308857786054986,0.052604279725186665,0.17829679904471044,0.3145170734538389,9.800076312407136,0.08269079038701757
26116.734,-0.446486222244141,0.051750896787475256,0.05336083376450862,0.0842082836466796,2.8343452198067918,0.05377309863177704,0.0529485688972402,0.17363088176566435,0.21031380265278093,9.80002120423262,0.08411463385511561
